ID,1_percentage,1_counts,2_percentage,2_counts,3_percentage,3_counts,4_percentage,4_counts,5_percentage,5_counts,6_percentage,6_counts,7_percentage,7_counts,8_percentage,8_counts,9_percentage,9_counts,10_percentage,10_counts,11_percentage,11_counts,12_percentage,12_counts,13_percentage,13_counts,14_percentage,14_counts,15_percentage,15_counts,16_percentage,16_counts,17_percentage,17_counts,18_percentage,18_counts
4_143_179845_26,88.78,348.0,5.36,21.0,0.0,0.0,1.02,4.0,0.77,3.0,0.0,0.0,2.04,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_158_182098_143,83.66,128.0,3.27,5.0,0.65,1.0,3.27,5.0,0.0,0.0,0.0,0.0,5.23,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,1.0,0.0,0.0,0.0,0.0,2.61,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_9_160750_5,27.49,229.0,3.12,26.0,1.2,10.0,0.96,8.0,7.56,63.0,0.24,2.0,43.46,362.0,0.0,0.0,0.12,1.0,0.0,0.0,1.08,9.0,1.32,11.0,0.0,0.0,7.44,62.0,0.36,3.0,0.36,3.0,1.32,11.0,0.0,0.0
2_51_166477_86,50.82,309.0,5.1,31.0,3.13,19.0,0.99,6.0,5.43,33.0,0.33,2.0,19.74,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,1.0,0.66,4.0,0.16,1.0,9.05,55.0,0.16,1.0,0.49,3.0,0.33,2.0,0.0,0.0
2_22_163384_46,46.0,345.0,3.47,26.0,0.13,1.0,2.13,16.0,4.8,36.0,1.07,8.0,32.8,246.0,0.0,0.0,0.0,0.0,0.13,1.0,0.53,4.0,1.47,11.0,0.13,1.0,5.07,38.0,0.0,0.0,0.53,4.0,0.0,0.0,0.0,0.0
4_150_180520_19,62.33,364.0,7.36,43.0,1.2,7.0,2.05,12.0,2.74,16.0,0.0,0.0,16.1,94.0,0.17,1.0,0.0,0.0,0.34,2.0,1.71,10.0,0.17,1.0,0.0,0.0,2.57,15.0,0.0,0.0,0.34,2.0,0.0,0.0,0.17,1.0
4_108_174283_54,57.45,270.0,5.74,27.0,2.77,13.0,5.11,24.0,2.34,11.0,0.0,0.0,17.45,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,1.0,1.7,8.0,0.0,0.0,1.91,9.0,0.0,0.0,1.06,5.0,0.21,1.0,0.0,0.0
3_134_178630_1,45.28,302.0,4.8,32.0,1.05,7.0,2.7,18.0,5.85,39.0,0.0,0.0,27.89,186.0,0.15,1.0,0.0,0.0,0.45,3.0,0.45,3.0,0.75,5.0,0.0,0.0,6.6,44.0,0.3,2.0,0.45,3.0,0.15,1.0,0.0,0.0
3_63_168004_16,47.28,191.0,8.17,33.0,5.45,22.0,4.7,19.0,8.17,33.0,0.5,2.0,16.83,68.0,0.0,0.0,0.5,2.0,0.0,0.0,0.99,4.0,0.99,4.0,0.0,0.0,2.72,11.0,0.0,0.0,0.5,2.0,0.5,2.0,0.0,0.0
2_43_165421_10,85.15,86.0,3.96,4.0,2.97,3.0,0.0,0.0,0.99,1.0,2.97,3.0,2.97,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_67_168400_14,59.31,121.0,8.82,18.0,1.96,4.0,5.88,12.0,5.88,12.0,0.0,0.0,9.8,20.0,0.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,3.0,0.0,0.0,2.45,5.0,0.49,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3_126_177199_121,62.04,85.0,10.95,15.0,2.92,4.0,0.73,1.0,5.11,7.0,0.0,0.0,12.41,17.0,0.73,1.0,0.0,0.0,0.0,0.0,0.73,1.0,1.46,2.0,0.0,0.0,1.46,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_128_177580_20,70.97,22.0,12.9,4.0,0.0,0.0,3.23,1.0,3.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.23,1.0,0.0,0.0,0.0,0.0,3.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_169_183430_2,53.88,215.0,9.52,38.0,10.03,40.0,6.77,27.0,2.26,9.0,1.5,6.0,4.76,19.0,0.25,1.0,0.0,0.0,0.0,0.0,0.75,3.0,0.5,2.0,0.0,0.0,3.01,12.0,0.0,0.0,0.25,1.0,2.01,8.0,0.0,0.0
2_31_164266_18,63.84,113.0,2.82,5.0,1.13,2.0,4.52,8.0,1.13,2.0,3.95,7.0,12.99,23.0,0.0,0.0,0.0,0.0,1.13,2.0,1.13,2.0,0.56,1.0,0.0,0.0,3.39,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_158_181957_96,52.24,222.0,18.59,79.0,2.59,11.0,1.88,8.0,3.53,15.0,0.0,0.0,13.88,59.0,0.24,1.0,0.0,0.0,0.0,0.0,0.24,1.0,0.0,0.0,0.0,0.0,2.35,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_89_171424_20,57.65,98.0,7.65,13.0,1.76,3.0,10.0,17.0,2.94,5.0,0.0,0.0,12.35,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.0,0.0,0.0,5.29,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_110_174628_72,32.06,201.0,3.83,24.0,1.28,8.0,2.39,15.0,10.53,66.0,0.16,1.0,38.28,240.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,11.0,1.12,7.0,0.0,0.0,5.26,33.0,0.48,3.0,0.16,1.0,0.64,4.0,0.0,0.0
3_129_177736_25,4.76,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,4.0,17.86,30.0,74.4,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_70_168949_44,52.7,400.0,8.04,61.0,1.58,12.0,1.84,14.0,2.5,19.0,0.4,3.0,23.32,177.0,0.13,1.0,0.0,0.0,0.26,2.0,0.4,3.0,0.13,1.0,0.0,0.0,4.61,35.0,0.26,2.0,0.53,4.0,0.13,1.0,0.0,0.0
1_9_161149_138,52.15,595.0,3.33,38.0,1.31,15.0,1.75,20.0,5.7,65.0,0.18,2.0,25.07,286.0,0.09,1.0,0.09,1.0,0.0,0.0,1.23,14.0,1.05,12.0,0.0,0.0,5.61,64.0,0.18,2.0,0.0,0.0,0.09,1.0,0.09,1.0
2_24_163588_18,64.76,215.0,2.41,8.0,0.9,3.0,4.82,16.0,1.2,4.0,11.75,39.0,8.43,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.01,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_67_168547_63,57.28,606.0,6.62,70.0,1.98,21.0,3.02,32.0,4.44,47.0,0.0,0.0,16.54,175.0,0.38,4.0,0.09,1.0,0.09,1.0,0.28,3.0,0.85,9.0,0.0,0.0,4.06,43.0,0.19,2.0,0.47,5.0,0.09,1.0,0.0,0.0
3_126_177058_74,54.35,150.0,3.99,11.0,0.36,1.0,5.8,16.0,13.04,36.0,0.0,0.0,9.78,27.0,0.0,0.0,0.0,0.0,0.36,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.06,25.0,0.0,0.0,0.0,0.0,0.36,1.0,0.0,0.0
3_71_169267_50,61.86,133.0,11.16,24.0,0.47,1.0,4.19,9.0,1.4,3.0,0.47,1.0,13.02,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,1.0,0.0,0.0,1.4,3.0,0.0,0.0,0.47,1.0,0.93,2.0,0.0,0.0
2_20_163012_55,39.85,318.0,3.63,29.0,1.13,9.0,1.25,10.0,2.76,22.0,11.78,94.0,29.32,234.0,1.13,9.0,0.0,0.0,0.13,1.0,1.25,10.0,1.5,12.0,0.13,1.0,3.63,29.0,0.13,1.0,0.13,1.0,0.25,2.0,0.0,0.0
1_9_160795_20,24.31,204.0,2.5,21.0,0.72,6.0,1.55,13.0,5.84,49.0,0.24,2.0,52.68,442.0,0.0,0.0,0.12,1.0,0.0,0.0,1.91,16.0,2.38,20.0,0.0,0.0,5.84,49.0,0.36,3.0,0.0,0.0,0.12,1.0,0.0,0.0
4_139_179272_2,37.77,267.0,6.93,49.0,0.99,7.0,1.98,14.0,7.5,53.0,0.28,2.0,29.42,208.0,0.42,3.0,0.28,2.0,0.0,0.0,0.57,4.0,0.85,6.0,0.0,0.0,9.9,70.0,0.0,0.0,0.14,1.0,0.14,1.0,0.0,0.0
2_52_166873_6,56.89,161.0,3.53,10.0,1.41,4.0,2.83,8.0,4.24,12.0,15.19,43.0,9.89,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35,1.0,0.35,1.0,0.0,0.0,3.53,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_73_169546_6,38.67,58.0,6.0,9.0,3.33,5.0,5.33,8.0,6.67,10.0,0.0,0.0,23.33,35.0,0.67,1.0,0.0,0.0,0.0,0.0,0.67,1.0,0.0,0.0,0.67,1.0,6.67,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_2_159196_8,38.78,517.0,3.6,48.0,0.98,13.0,1.43,19.0,8.48,113.0,0.15,2.0,36.08,481.0,0.08,1.0,0.0,0.0,0.08,1.0,1.8,24.0,1.73,23.0,0.0,0.0,5.25,70.0,0.38,5.0,0.38,5.0,0.0,0.0,0.0,0.0
1_9_161155_140,21.9,293.0,3.51,47.0,0.52,7.0,2.09,28.0,6.43,86.0,0.0,0.0,55.38,741.0,0.07,1.0,0.0,0.0,0.15,2.0,2.84,38.0,1.72,23.0,0.07,1.0,4.41,59.0,0.37,5.0,0.0,0.0,0.15,2.0,0.0,0.0
4_108_174190_23,70.64,166.0,7.66,18.0,1.28,3.0,3.83,9.0,1.7,4.0,0.0,0.0,8.94,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_77_170059_36,61.22,300.0,7.35,36.0,1.43,7.0,2.04,10.0,6.33,31.0,0.0,0.0,12.86,63.0,0.0,0.0,0.2,1.0,0.61,3.0,0.0,0.0,0.41,2.0,0.0,0.0,3.06,15.0,0.0,0.0,0.2,1.0,0.61,3.0,0.0,0.0
3_119_175765_48,43.56,44.0,25.74,26.0,0.99,1.0,0.0,0.0,28.71,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_71_169225_36,59.05,62.0,12.38,13.0,0.0,0.0,0.0,0.0,3.81,4.0,0.0,0.0,17.14,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,3.0,0.0,0.0,2.86,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_7_160444_26,49.46,46.0,15.05,14.0,0.0,0.0,3.23,3.0,6.45,6.0,0.0,0.0,18.28,17.0,0.0,0.0,0.0,0.0,0.0,0.0,1.08,1.0,3.23,3.0,0.0,0.0,1.08,1.0,0.0,0.0,0.0,0.0,1.08,1.0,0.0,0.0
3_89_171427_21,62.58,189.0,8.61,26.0,2.32,7.0,6.95,21.0,3.97,12.0,0.0,0.0,11.26,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.98,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_5_159793_13,27.02,294.0,3.95,43.0,0.92,10.0,1.38,15.0,6.89,75.0,0.09,1.0,44.58,485.0,0.0,0.0,0.0,0.0,0.0,0.0,2.48,27.0,2.02,22.0,0.0,0.0,7.9,86.0,0.46,5.0,0.28,3.0,0.18,2.0,0.0,0.0
4_161_182521_53,82.76,72.0,6.9,6.0,4.6,4.0,2.3,2.0,0.0,0.0,0.0,0.0,1.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.0,0.0,0.0,1.15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_10_161227_22,48.27,307.0,4.4,28.0,1.26,8.0,2.99,19.0,3.46,22.0,0.16,1.0,21.54,137.0,0.16,1.0,0.0,0.0,0.0,0.0,0.94,6.0,1.57,10.0,0.31,2.0,12.11,77.0,0.16,1.0,0.31,2.0,0.16,1.0,0.0,0.0
4_77_169987_12,62.45,143.0,9.61,22.0,1.75,4.0,3.06,7.0,6.55,15.0,0.0,0.0,5.68,13.0,0.0,0.0,0.0,0.0,0.44,1.0,0.0,0.0,0.87,2.0,0.0,0.0,5.24,12.0,0.0,0.0,0.0,0.0,0.44,1.0,0.0,0.0
1_1_159145_19,47.94,233.0,6.38,31.0,1.85,9.0,4.73,23.0,5.35,26.0,0.0,0.0,21.81,106.0,0.0,0.0,0.0,0.0,0.21,1.0,2.06,10.0,0.82,4.0,0.0,0.0,6.79,33.0,0.0,0.0,0.41,2.0,0.0,0.0,0.0,0.0
4_107_174019_35,58.02,94.0,8.64,14.0,3.09,5.0,7.41,12.0,5.56,9.0,0.0,0.0,11.11,18.0,1.23,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,2.0,0.0,0.0,0.0,0.0,0.62,1.0,0.0,0.0
4_150_180511_16,41.19,152.0,8.13,30.0,0.81,3.0,4.34,16.0,3.79,14.0,0.27,1.0,30.35,112.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,6.0,1.9,7.0,0.0,0.0,3.52,13.0,0.27,1.0,0.27,1.0,0.54,2.0,0.0,0.0
4_158_181996_109,66.07,148.0,11.61,26.0,1.34,3.0,4.46,10.0,4.46,10.0,0.0,0.0,5.36,12.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34,3.0,0.0,0.0,0.0,0.0,3.57,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_122_176212_33,75.0,27.0,5.56,2.0,2.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_100_173059_4,45.53,341.0,5.21,39.0,1.07,8.0,3.74,28.0,6.28,47.0,0.0,0.0,24.57,184.0,0.0,0.0,0.0,0.0,0.4,3.0,0.53,4.0,1.47,11.0,0.0,0.0,8.41,63.0,0.0,0.0,0.27,2.0,0.0,0.0,0.27,2.0
3_119_175660_13,35.16,45.0,10.16,13.0,1.56,2.0,7.03,9.0,36.72,47.0,0.0,0.0,6.25,8.0,0.0,0.0,0.78,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.56,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_10_161209_16,43.25,327.0,5.95,45.0,0.53,4.0,2.51,19.0,3.97,30.0,0.0,0.0,27.12,205.0,0.0,0.0,0.0,0.0,0.13,1.0,1.19,9.0,1.85,14.0,0.0,0.0,10.32,78.0,0.0,0.0,0.26,2.0,0.0,0.0,0.0,0.0
1_9_160951_72,30.17,289.0,3.34,32.0,0.84,8.0,1.57,15.0,6.47,62.0,0.1,1.0,46.35,444.0,0.1,1.0,0.0,0.0,0.0,0.0,1.77,17.0,1.77,17.0,0.0,0.0,4.7,45.0,0.42,4.0,0.31,3.0,0.21,2.0,0.0,0.0
3_126_177079_81,56.82,25.0,13.64,6.0,4.55,2.0,4.55,2.0,0.0,0.0,0.0,0.0,11.36,5.0,2.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_16_162271_15,62.14,476.0,5.22,40.0,1.44,11.0,2.61,20.0,3.13,24.0,0.26,2.0,15.14,116.0,0.26,2.0,0.0,0.0,0.0,0.0,0.65,5.0,0.91,7.0,0.13,1.0,4.83,37.0,0.13,1.0,0.26,2.0,0.13,1.0,0.0,0.0
4_108_174202_27,56.94,41.0,11.11,8.0,2.78,2.0,6.94,5.0,0.0,0.0,0.0,0.0,18.06,13.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.39,1.0,0.0,0.0,0.0,0.0
4_85_171025_17,88.3,166.0,3.72,7.0,2.66,5.0,2.13,4.0,0.0,0.0,0.0,0.0,1.06,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.53,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_28_163990_40,54.27,235.0,8.31,36.0,3.23,14.0,3.7,16.0,2.08,9.0,0.46,2.0,15.24,66.0,0.23,1.0,0.23,1.0,0.23,1.0,0.92,4.0,0.69,3.0,0.0,0.0,4.16,18.0,0.0,0.0,0.23,1.0,0.23,1.0,0.46,2.0
4_81_170653_3,58.29,218.0,4.81,18.0,0.53,2.0,1.87,7.0,4.55,17.0,0.27,1.0,20.59,77.0,0.0,0.0,0.27,1.0,0.0,0.0,0.53,2.0,0.8,3.0,0.0,0.0,4.28,16.0,0.0,0.0,0.0,0.0,0.27,1.0,0.0,0.0
4_83_170779_2,50.2,126.0,6.37,16.0,2.79,7.0,2.79,7.0,5.58,14.0,0.0,0.0,19.92,50.0,0.0,0.0,0.4,1.0,0.0,0.0,0.8,2.0,0.8,2.0,0.0,0.0,4.38,11.0,0.0,0.0,0.4,1.0,0.4,1.0,0.0,0.0
2_45_165766_24,62.6,241.0,10.13,39.0,3.12,12.0,2.34,9.0,3.9,15.0,0.0,0.0,10.91,42.0,0.26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.34,9.0,0.0,0.0,0.52,2.0,0.0,0.0,0.0,0.0
3_124_176521_36,51.14,224.0,7.99,35.0,0.91,4.0,5.48,24.0,7.31,32.0,0.23,1.0,14.38,63.0,0.46,2.0,0.23,1.0,0.0,0.0,2.05,9.0,1.6,7.0,0.0,0.0,4.57,20.0,0.0,0.0,0.23,1.0,0.0,0.0,0.0,0.0
1_17_162316_3,25.99,294.0,4.69,53.0,0.8,9.0,1.77,20.0,8.84,100.0,0.18,2.0,46.15,522.0,0.09,1.0,0.27,3.0,0.0,0.0,1.77,20.0,1.68,19.0,0.0,0.0,5.31,60.0,0.0,0.0,0.09,1.0,0.27,3.0,0.0,0.0
4_150_180583_40,53.41,188.0,15.34,54.0,1.99,7.0,2.56,9.0,1.99,7.0,0.0,0.0,21.02,74.0,0.0,0.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_19_162796_6,21.39,37.0,2.31,4.0,0.0,0.0,0.0,0.0,0.0,0.0,69.94,121.0,2.89,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_71_169300_61,48.34,160.0,5.44,18.0,1.21,4.0,4.23,14.0,10.57,35.0,0.0,0.0,15.41,51.0,0.6,2.0,0.0,0.0,0.0,0.0,0.6,2.0,1.21,4.0,0.0,0.0,4.23,14.0,0.0,0.0,0.6,2.0,0.0,0.0,0.3,1.0
2_51_166684_155,57.63,529.0,4.25,39.0,3.05,28.0,2.94,27.0,4.03,37.0,0.44,4.0,17.76,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.65,6.0,0.65,6.0,0.11,1.0,5.56,51.0,0.11,1.0,0.22,2.0,0.33,3.0,0.0,0.0
2_51_166450_77,35.17,409.0,4.47,52.0,1.72,20.0,1.81,21.0,7.39,86.0,0.6,7.0,35.08,408.0,0.09,1.0,0.0,0.0,0.09,1.0,1.38,16.0,2.24,26.0,0.0,0.0,6.28,73.0,0.17,2.0,0.34,4.0,0.09,1.0,0.0,0.0
4_86_171097_24,66.3,61.0,1.09,1.0,2.17,2.0,3.26,3.0,0.0,0.0,1.09,1.0,21.74,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,2.0,0.0,0.0
3_63_168016_20,60.13,288.0,7.1,34.0,3.13,15.0,1.88,9.0,5.64,27.0,0.0,0.0,16.49,79.0,0.21,1.0,0.42,2.0,0.21,1.0,0.42,2.0,0.0,0.0,0.0,0.0,1.04,5.0,0.0,0.0,0.21,1.0,0.63,3.0,0.0,0.0
3_130_177880_12,47.51,105.0,14.03,31.0,1.36,3.0,5.43,12.0,8.6,19.0,0.45,1.0,16.74,37.0,0.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45,1.0,0.0,0.0,2.71,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_5_159787_11,35.88,347.0,4.34,42.0,1.24,12.0,1.65,16.0,6.51,63.0,0.31,3.0,35.99,348.0,0.41,4.0,0.0,0.0,0.1,1.0,1.55,15.0,1.14,11.0,0.0,0.0,8.79,85.0,0.21,2.0,0.62,6.0,0.0,0.0,0.0,0.0
2_56_167140_1,62.34,336.0,8.91,48.0,3.15,17.0,2.6,14.0,1.3,7.0,1.3,7.0,12.8,69.0,0.74,4.0,0.0,0.0,0.0,0.0,0.56,3.0,0.74,4.0,0.19,1.0,1.48,8.0,0.0,0.0,0.19,1.0,0.0,0.0,0.0,0.0
3_70_169021_68,61.16,148.0,11.16,27.0,1.65,4.0,4.13,10.0,2.89,7.0,0.41,1.0,8.26,20.0,0.0,0.0,0.83,2.0,0.0,0.0,1.24,3.0,1.24,3.0,0.0,0.0,2.89,7.0,0.0,0.0,0.83,2.0,0.0,0.0,0.0,0.0
3_128_177586_22,73.74,73.0,21.21,21.0,0.0,0.0,0.0,0.0,1.01,1.0,0.0,0.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.01,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_121_176113_66,67.5,27.0,5.0,2.0,2.5,1.0,0.0,0.0,2.5,1.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_119_175750_43,3.55,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.83,43.0,68.53,135.0,2.54,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0
3_121_175984_23,67.59,98.0,6.9,10.0,0.69,1.0,2.76,4.0,6.21,9.0,0.0,0.0,6.9,10.0,0.69,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69,1.0,0.0,0.0,4.14,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_51_166729_170_7,27.37,280.0,4.89,50.0,1.17,12.0,1.47,15.0,7.04,72.0,1.17,12.0,44.97,460.0,0.29,3.0,0.1,1.0,0.29,3.0,1.86,19.0,1.76,18.0,0.1,1.0,4.59,47.0,0.59,6.0,0.39,4.0,0.2,2.0,0.0,0.0
2_25_163675_16,62.54,222.0,4.23,15.0,1.97,7.0,1.69,6.0,0.85,3.0,1.13,4.0,19.44,69.0,0.28,1.0,0.0,0.0,0.28,1.0,0.28,1.0,0.28,1.0,0.28,1.0,1.69,6.0,0.0,0.0,0.0,0.0,0.28,1.0,0.0,0.0
1_11_161428_34,30.56,305.0,5.31,53.0,1.2,12.0,1.8,18.0,6.31,63.0,0.1,1.0,38.28,382.0,0.2,2.0,0.0,0.0,0.0,0.0,2.3,23.0,1.6,16.0,0.0,0.0,8.12,81.0,0.0,0.0,0.5,5.0,0.4,4.0,0.1,1.0
3_115_175120_39,58.2,323.0,10.63,59.0,1.26,7.0,3.6,20.0,6.67,37.0,0.0,0.0,13.87,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.0,0.9,5.0,0.0,0.0,1.62,9.0,0.0,0.0,0.18,1.0,0.0,0.0,0.0,0.0
2_58_167314_8,88.37,304.0,1.16,4.0,0.29,1.0,1.16,4.0,2.03,7.0,0.29,1.0,4.07,14.0,0.29,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.58,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_20_162988_47,50.82,62.0,0.82,1.0,0.82,1.0,0.0,0.0,0.82,1.0,13.93,17.0,26.23,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82,1.0,0.0,0.0,0.82,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101_198_183559_16,83.87,749.0,9.63,86.0,0.78,7.0,0.34,3.0,1.68,15.0,0.0,0.0,0.56,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,2.0,0.0,0.0,0.0,0.0,0.34,3.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0,0.0
3_119_175702_27,13.75,22.0,15.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,80.0,12.5,20.0,8.75,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_12_161725_29,38.55,281.0,6.72,49.0,1.1,8.0,3.16,23.0,6.72,49.0,0.0,0.0,31.41,229.0,0.27,2.0,0.0,0.0,0.0,0.0,0.96,7.0,1.65,12.0,0.0,0.0,7.27,53.0,0.0,0.0,0.14,1.0,0.41,3.0,0.0,0.0
4_85_170992_6,58.85,123.0,10.05,21.0,2.39,5.0,2.87,6.0,4.31,9.0,0.48,1.0,15.31,32.0,0.48,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,1.0,0.0,0.0,2.87,6.0,0.0,0.0,0.0,0.0,0.48,1.0,0.0,0.0
4_139_179320_18,39.43,522.0,6.57,87.0,1.06,14.0,2.95,39.0,7.25,96.0,0.0,0.0,29.15,386.0,0.15,2.0,0.08,1.0,0.15,2.0,1.96,26.0,1.59,21.0,0.0,0.0,6.27,83.0,0.23,3.0,0.76,10.0,0.38,5.0,0.0,0.0
2_20_162883_12,38.48,434.0,3.19,36.0,1.24,14.0,0.98,11.0,3.28,37.0,19.33,218.0,21.99,248.0,1.68,19.0,0.0,0.0,0.62,7.0,0.44,5.0,0.98,11.0,0.0,0.0,4.52,51.0,0.09,1.0,0.27,3.0,0.35,4.0,0.0,0.0
101_198_183661_50,76.92,90.0,0.0,0.0,0.0,0.0,2.56,3.0,0.0,0.0,0.0,0.0,16.24,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.85,1.0,0.85,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5_240_183841_2,61.2,399.0,4.75,31.0,1.84,12.0,5.67,37.0,5.06,33.0,0.15,1.0,7.98,52.0,0.0,0.0,0.15,1.0,0.15,1.0,1.23,8.0,0.15,1.0,0.0,0.0,3.68,24.0,0.0,0.0,0.15,1.0,0.15,1.0,0.0,0.0
