ID,1_percentage,1_counts,2_percentage,2_counts,3_percentage,3_counts,4_percentage,4_counts,5_percentage,5_counts,6_percentage,6_counts,7_percentage,7_counts,8_percentage,8_counts,9_percentage,9_counts,10_percentage,10_counts,11_percentage,11_counts,12_percentage,12_counts,13_percentage,13_counts,14_percentage,14_counts,15_percentage,15_counts,16_percentage,16_counts,17_percentage,17_counts,18_percentage,18_counts
4_158_182011_114,52.55,216.0,27.01,111.0,1.22,5.0,5.84,24.0,2.43,10.0,0.0,0.0,4.87,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49,2.0,0.0,0.0,0.49,2.0,0.0,0.0,0.24,1.0,0.0,0.0,0.49,2.0
3_66_168301_13,54.5,109.0,11.5,23.0,3.0,6.0,4.0,8.0,9.0,18.0,0.0,0.0,9.0,18.0,0.5,1.0,0.0,0.0,0.0,0.0,0.5,1.0,1.0,2.0,0.0,0.0,1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0
3_115_175027_8,40.74,33.0,12.35,10.0,3.7,3.0,4.94,4.0,9.88,8.0,0.0,0.0,13.58,11.0,0.0,0.0,0.0,0.0,0.0,0.0,1.23,1.0,0.0,0.0,0.0,0.0,4.94,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_110_174490_26,63.94,266.0,6.49,27.0,1.68,7.0,5.05,21.0,7.45,31.0,0.0,0.0,7.21,30.0,0.24,1.0,0.0,0.0,0.0,0.0,0.24,1.0,1.44,6.0,0.0,0.0,2.88,12.0,0.72,3.0,0.24,1.0,0.0,0.0,0.0,0.0
4_158_181828_53,49.36,155.0,26.75,84.0,2.87,9.0,2.87,9.0,0.32,1.0,0.0,0.0,11.46,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.0,1.27,4.0,0.0,0.0,2.87,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_31_164275_21,35.85,76.0,1.89,4.0,1.89,4.0,0.47,1.0,1.89,4.0,46.23,98.0,7.08,15.0,0.0,0.0,0.0,0.0,0.47,1.0,0.0,0.0,0.47,1.0,0.0,0.0,0.94,2.0,0.47,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4_154_181189_50,64.8,81.0,8.8,11.0,4.0,5.0,0.8,1.0,2.4,3.0,0.0,0.0,8.8,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,6.0,0.0,0.0,0.8,1.0,0.0,0.0,0.0,0.0
2_18_162658_10,24.59,89.0,1.93,7.0,1.93,7.0,1.66,6.0,1.1,4.0,45.3,164.0,13.81,50.0,0.0,0.0,0.0,0.0,0.55,2.0,1.38,5.0,0.28,1.0,1.1,4.0,1.93,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_131_178093_22,71.22,146.0,3.9,8.0,0.98,2.0,1.95,4.0,1.95,4.0,0.49,1.0,10.24,21.0,1.46,3.0,0.49,1.0,0.0,0.0,0.98,2.0,0.0,0.0,0.0,0.0,1.95,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_123_176377_31,44.15,366.0,6.39,53.0,1.69,14.0,3.98,33.0,6.51,54.0,0.0,0.0,26.54,220.0,0.0,0.0,0.0,0.0,0.12,1.0,0.84,7.0,1.33,11.0,0.0,0.0,5.67,47.0,0.24,2.0,0.36,3.0,0.12,1.0,0.36,3.0
3_114_174958_14,51.81,129.0,7.63,19.0,1.2,3.0,3.21,8.0,6.83,17.0,0.0,0.0,15.66,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.43,21.0,0.0,0.0,0.4,1.0,0.4,1.0,0.0,0.0
4_83_170860_29,51.72,45.0,22.99,20.0,4.6,4.0,2.3,2.0,0.0,0.0,0.0,0.0,8.05,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_135_178849_7,62.45,311.0,7.63,38.0,2.01,10.0,3.01,15.0,2.61,13.0,0.0,0.0,17.87,89.0,0.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,3.0,0.0,0.0,1.41,7.0,0.0,0.0,0.0,0.0,0.2,1.0,0.4,2.0
4_150_180622_53,70.54,182.0,8.53,22.0,2.71,7.0,1.16,3.0,4.26,11.0,0.0,0.0,9.69,25.0,0.39,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,2.0,0.0,0.0
1_7_160546_60,49.43,129.0,11.88,31.0,1.92,5.0,3.83,10.0,4.21,11.0,0.0,0.0,18.77,49.0,0.38,1.0,0.0,0.0,0.0,0.0,0.77,2.0,1.92,5.0,0.0,0.0,4.21,11.0,0.0,0.0,0.38,1.0,0.0,0.0,0.0,0.0
4_148_180283_15,71.46,611.0,8.65,74.0,0.12,1.0,1.75,15.0,1.87,16.0,0.23,2.0,9.24,79.0,0.0,0.0,0.12,1.0,0.0,0.0,0.0,0.0,0.35,3.0,0.0,0.0,2.92,25.0,0.0,0.0,0.12,1.0,0.0,0.0,0.12,1.0
2_45_165790_32,58.37,537.0,9.24,85.0,2.07,19.0,3.37,31.0,4.13,38.0,0.43,4.0,14.67,135.0,0.22,2.0,0.0,0.0,0.0,0.0,0.11,1.0,0.33,3.0,0.0,0.0,2.93,27.0,0.0,0.0,0.43,4.0,0.0,0.0,0.0,0.0
1_17_162340_11_2,31.05,304.0,4.6,45.0,1.02,10.0,2.45,24.0,8.48,83.0,0.1,1.0,40.76,399.0,0.0,0.0,0.0,0.0,0.1,1.0,2.35,23.0,1.53,15.0,0.0,0.0,6.33,62.0,0.2,2.0,0.31,3.0,0.1,1.0,0.0,0.0
3_129_177727_22,5.62,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12,1.0,33.71,30.0,47.19,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_17_162523_72_2,43.39,555.0,4.69,60.0,1.33,17.0,2.42,31.0,6.41,82.0,0.16,2.0,29.95,383.0,0.16,2.0,0.08,1.0,0.16,2.0,1.8,23.0,1.09,14.0,0.0,0.0,5.63,72.0,0.23,3.0,0.0,0.0,0.08,1.0,0.0,0.0
4_146_180055_12,75.0,36.0,2.08,1.0,0.0,0.0,14.58,7.0,0.0,0.0,0.0,0.0,6.25,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_103_173401_10,73.45,166.0,10.18,23.0,0.88,2.0,0.44,1.0,0.88,2.0,0.0,0.0,7.08,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.0,0.0,0.0,1.33,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_5_160069_105,66.82,725.0,3.87,42.0,2.4,26.0,1.29,14.0,3.41,37.0,0.09,1.0,12.26,133.0,0.37,4.0,0.0,0.0,0.09,1.0,0.37,4.0,0.28,3.0,0.0,0.0,5.44,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,1.0
4_160_182359_11,77.78,14.0,5.56,1.0,0.0,0.0,0.0,0.0,5.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.11,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_115_175081_26,58.55,113.0,23.83,46.0,2.07,4.0,5.7,11.0,1.55,3.0,0.0,0.0,3.11,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,2.0,0.0,0.0,1.55,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_108_174235_38,76.19,80.0,3.81,4.0,0.0,0.0,3.81,4.0,5.71,6.0,0.0,0.0,5.71,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.0,0.0,0.0,3.81,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_104_173476_4,50.0,115.0,8.7,20.0,0.43,1.0,3.91,9.0,3.48,8.0,0.0,0.0,21.3,49.0,0.0,0.0,0.0,0.0,0.87,2.0,0.87,2.0,1.74,4.0,0.0,0.0,4.35,10.0,0.0,0.0,0.87,2.0,0.43,1.0,0.0,0.0
2_51_166297_26,33.76,318.0,3.72,35.0,1.8,17.0,1.06,10.0,6.05,57.0,0.85,8.0,39.92,376.0,0.11,1.0,0.0,0.0,0.11,1.0,1.17,11.0,1.17,11.0,0.0,0.0,7.96,75.0,0.11,1.0,0.42,4.0,0.42,4.0,0.0,0.0
3_97_172759_86,41.83,197.0,12.74,60.0,1.06,5.0,3.18,15.0,3.4,16.0,0.0,0.0,22.29,105.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27,6.0,2.34,11.0,0.0,0.0,6.58,31.0,0.64,3.0,0.42,2.0,0.21,1.0,0.0,0.0
3_125_176812_29,53.97,129.0,7.53,18.0,1.67,4.0,2.93,7.0,4.6,11.0,0.0,0.0,15.9,38.0,0.0,0.0,0.0,0.0,0.42,1.0,1.67,4.0,1.26,3.0,0.42,1.0,5.02,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_116_175198_26,56.8,96.0,11.24,19.0,2.96,5.0,6.51,11.0,4.73,8.0,0.0,0.0,10.06,17.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,1.0,0.0,0.0,4.73,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_73_169615_29,46.3,75.0,5.56,9.0,3.7,6.0,9.26,15.0,9.88,16.0,0.0,0.0,12.96,21.0,0.0,0.0,0.0,0.0,0.62,1.0,1.85,3.0,0.0,0.0,0.0,0.0,6.17,10.0,0.62,1.0,0.0,0.0,0.0,0.0,0.62,1.0
2_41_165274_28,61.77,383.0,8.23,51.0,1.61,10.0,3.87,24.0,1.29,8.0,0.32,2.0,13.55,84.0,0.0,0.0,0.32,2.0,0.16,1.0,0.16,1.0,1.94,12.0,0.16,1.0,3.23,20.0,0.0,0.0,0.81,5.0,0.0,0.0,0.0,0.0
3_69_168787_19,42.37,186.0,22.78,100.0,0.46,2.0,10.71,47.0,7.06,31.0,0.0,0.0,10.48,46.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,1.0,0.0,0.0,2.05,9.0,0.0,0.0,0.23,1.0,0.0,0.0,0.0,0.0
3_92_171841_61,44.59,70.0,5.1,8.0,0.64,1.0,6.37,10.0,8.92,14.0,0.64,1.0,24.84,39.0,0.0,0.0,0.0,0.0,1.27,2.0,0.0,0.0,2.55,4.0,0.0,0.0,4.46,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_137_179143_39,79.69,51.0,0.0,0.0,4.69,3.0,4.69,3.0,0.0,0.0,0.0,0.0,4.69,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_83_170821_16,80.31,155.0,6.74,13.0,0.0,0.0,2.07,4.0,0.0,0.0,0.0,0.0,6.22,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_21_163192_13,54.66,223.0,4.9,20.0,1.96,8.0,4.17,17.0,5.64,23.0,0.25,1.0,15.2,62.0,0.25,1.0,0.0,0.0,0.0,0.0,0.25,1.0,0.98,4.0,0.0,0.0,6.13,25.0,0.0,0.0,0.49,2.0,0.25,1.0,0.25,1.0
2_20_162964_39,42.59,440.0,2.9,30.0,1.06,11.0,2.52,26.0,3.87,40.0,6.78,70.0,29.24,302.0,1.36,14.0,0.0,0.0,0.1,1.0,0.29,3.0,2.32,24.0,0.0,0.0,4.45,46.0,0.1,1.0,0.19,2.0,0.19,2.0,0.1,1.0
4_102_173365_45,57.09,157.0,10.91,30.0,0.73,2.0,2.55,7.0,1.09,3.0,0.0,0.0,18.18,50.0,0.73,2.0,0.0,0.0,2.18,6.0,0.36,1.0,1.09,3.0,0.0,0.0,1.45,4.0,0.0,0.0,0.36,1.0,0.36,1.0,0.0,0.0
2_18_162652_8,32.09,112.0,2.87,10.0,0.57,2.0,1.43,5.0,5.73,20.0,32.95,115.0,13.75,48.0,0.86,3.0,0.0,0.0,0.57,2.0,0.57,2.0,1.72,6.0,0.0,0.0,3.15,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100_169_183475_17,58.21,78.0,6.72,9.0,4.48,6.0,5.97,8.0,1.49,2.0,0.0,0.0,8.21,11.0,0.0,0.0,1.49,2.0,0.75,1.0,1.49,2.0,1.49,2.0,0.0,0.0,2.99,4.0,0.0,0.0,0.75,1.0,0.0,0.0,2.24,3.0
2_31_164272_20,30.14,66.0,3.65,8.0,0.0,0.0,0.0,0.0,0.91,2.0,52.05,114.0,8.68,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.0,0.91,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46,1.0,0.0,0.0
2_51_166453_78,34.75,393.0,4.24,48.0,1.5,17.0,2.83,32.0,7.6,86.0,0.44,5.0,36.6,414.0,0.27,3.0,0.09,1.0,0.18,2.0,1.06,12.0,1.24,14.0,0.09,1.0,5.75,65.0,0.27,3.0,0.35,4.0,0.18,2.0,0.09,1.0
1_11_161593_89,42.12,382.0,6.06,55.0,1.54,14.0,3.31,30.0,7.17,65.0,0.44,4.0,25.91,235.0,0.0,0.0,0.11,1.0,0.11,1.0,1.43,13.0,1.54,14.0,0.0,0.0,6.95,63.0,0.0,0.0,0.55,5.0,0.55,5.0,0.0,0.0
2_20_162913_22,37.61,246.0,1.53,10.0,0.46,3.0,2.14,14.0,0.92,6.0,30.28,198.0,17.89,117.0,1.07,7.0,0.0,0.0,0.0,0.0,0.15,1.0,1.07,7.0,0.31,2.0,2.29,15.0,0.0,0.0,0.31,2.0,0.31,2.0,0.0,0.0
3_132_178150_13,55.82,163.0,4.45,13.0,2.74,8.0,3.77,11.0,2.4,7.0,0.0,0.0,15.07,44.0,0.0,0.0,0.68,2.0,0.0,0.0,4.79,14.0,0.0,0.0,0.0,0.0,8.22,24.0,0.0,0.0,0.34,1.0,0.0,0.0,0.34,1.0
101_198_183565_18,84.63,589.0,10.06,70.0,1.01,7.0,0.29,2.0,1.15,8.0,0.0,0.0,0.57,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,1.0,0.29,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_122_176254_47,71.93,123.0,18.71,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.43,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2_55_167083_7,54.62,142.0,8.85,23.0,1.54,4.0,1.92,5.0,3.46,9.0,0.38,1.0,20.38,53.0,0.0,0.0,0.0,0.0,0.38,1.0,0.38,1.0,0.77,2.0,0.0,0.0,2.69,7.0,0.0,0.0,0.38,1.0,0.0,0.0,0.0,0.0
3_115_175015_4,82.67,62.0,1.33,1.0,0.0,0.0,6.67,5.0,1.33,1.0,1.33,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.67,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_125_176803_26,58.3,397.0,6.02,41.0,0.88,6.0,2.5,17.0,3.96,27.0,0.15,1.0,17.18,117.0,0.29,2.0,0.29,2.0,0.15,1.0,0.59,4.0,0.73,5.0,0.0,0.0,6.02,41.0,0.0,0.0,0.15,1.0,0.15,1.0,0.0,0.0
4_102_173320_30,54.81,433.0,10.25,81.0,0.25,2.0,4.56,36.0,1.01,8.0,0.0,0.0,21.52,170.0,0.89,7.0,0.13,1.0,0.51,4.0,0.13,1.0,1.01,8.0,0.0,0.0,2.28,18.0,0.0,0.0,0.13,1.0,0.25,2.0,0.13,1.0
4_143_179770_1,70.78,218.0,6.49,20.0,2.27,7.0,3.57,11.0,0.65,2.0,0.32,1.0,9.42,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.0,0.0,0.0,3.9,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_158_181864_65,61.81,178.0,9.72,28.0,2.08,6.0,5.56,16.0,1.04,3.0,0.69,2.0,15.28,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,3.0,0.0,0.0,1.39,4.0,0.0,0.0,0.0,0.0,0.35,1.0,0.0,0.0
3_124_176716_101,60.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,9.47,9.0,1.05,1.0,10.53,10.0,0.0,0.0,0.0,0.0,0.0,0.0,4.21,4.0,2.11,2.0,0.0,0.0,10.53,10.0,0.0,0.0,1.05,1.0,1.05,1.0,0.0,0.0
3_127_177466_81,45.03,426.0,1.16,11.0,0.63,6.0,0.85,8.0,1.27,12.0,0.0,0.0,9.2,87.0,16.91,160.0,19.34,183.0,1.9,18.0,0.0,0.0,0.32,3.0,0.32,3.0,0.42,4.0,0.0,0.0,0.0,0.0,1.06,10.0,0.0,0.0
4_158_182125_152,50.25,396.0,9.52,75.0,1.14,9.0,5.46,43.0,4.44,35.0,0.38,3.0,19.42,153.0,0.25,2.0,0.0,0.0,0.0,0.0,0.38,3.0,0.38,3.0,0.0,0.0,3.93,31.0,0.25,2.0,0.51,4.0,0.38,3.0,0.25,2.0
2_45_165808_38,56.42,369.0,4.43,29.0,3.67,24.0,4.59,30.0,5.05,33.0,0.15,1.0,15.9,104.0,0.0,0.0,0.15,1.0,0.0,0.0,0.76,5.0,0.92,6.0,0.0,0.0,2.6,17.0,0.15,1.0,0.61,4.0,0.15,1.0,0.0,0.0
2_20_163120_91,53.05,391.0,4.07,30.0,1.9,14.0,2.85,21.0,2.04,15.0,12.21,90.0,13.84,102.0,0.27,2.0,0.0,0.0,0.27,2.0,0.95,7.0,0.68,5.0,0.0,0.0,3.66,27.0,0.14,1.0,0.41,3.0,0.27,2.0,0.0,0.0
4_85_170995_7,61.51,179.0,7.56,22.0,0.0,0.0,2.41,7.0,2.75,8.0,0.0,0.0,18.9,55.0,0.34,1.0,0.0,0.0,0.0,0.0,0.34,1.0,0.69,2.0,0.0,0.0,2.06,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_108_174133_4,48.59,207.0,8.45,36.0,0.47,2.0,3.29,14.0,3.52,15.0,0.47,2.0,21.13,90.0,0.0,0.0,0.0,0.0,0.23,1.0,0.0,0.0,1.41,6.0,0.0,0.0,7.98,34.0,0.47,2.0,0.47,2.0,0.0,0.0,0.0,0.0
3_128_177604_28,50.72,70.0,15.22,21.0,0.72,1.0,2.17,3.0,5.8,8.0,0.72,1.0,10.87,15.0,0.72,1.0,0.0,0.0,0.0,0.0,2.17,3.0,0.0,0.0,0.0,0.0,4.35,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1_7_160393_9,37.79,260.0,7.56,52.0,1.45,10.0,3.34,23.0,8.28,57.0,0.0,0.0,30.09,207.0,0.44,3.0,0.0,0.0,0.0,0.0,1.02,7.0,1.16,8.0,0.0,0.0,5.23,36.0,0.29,2.0,0.73,5.0,0.15,1.0,0.0,0.0
3_122_176176_21,63.79,37.0,8.62,5.0,8.62,5.0,8.62,5.0,3.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.45,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_124_176695_94,44.79,576.0,7.47,96.0,0.93,12.0,5.29,68.0,6.3,81.0,0.08,1.0,21.7,279.0,0.23,3.0,0.0,0.0,0.08,1.0,1.79,23.0,0.78,10.0,0.0,0.0,5.6,72.0,0.47,6.0,0.08,1.0,0.16,2.0,0.16,2.0
1_17_162433_42,31.03,351.0,4.51,51.0,0.44,5.0,2.48,28.0,8.75,99.0,0.0,0.0,38.11,431.0,0.18,2.0,0.0,0.0,0.18,2.0,1.86,21.0,1.86,21.0,0.0,0.0,8.31,94.0,0.44,5.0,0.44,5.0,0.35,4.0,0.0,0.0
2_60_167662_51,61.05,724.0,5.06,60.0,2.45,29.0,2.19,26.0,5.48,65.0,0.25,3.0,11.89,141.0,0.17,2.0,0.08,1.0,0.08,1.0,0.59,7.0,0.76,9.0,0.0,0.0,5.73,68.0,0.0,0.0,0.42,5.0,0.08,1.0,0.0,0.0
4_136_178912_10,37.38,517.0,4.77,66.0,1.59,22.0,2.89,40.0,6.15,85.0,0.22,3.0,36.15,500.0,0.22,3.0,0.0,0.0,0.07,1.0,0.0,0.0,1.37,19.0,0.0,0.0,5.64,78.0,0.07,1.0,0.51,7.0,0.22,3.0,0.8,11.0
3_63_167971_5,55.51,257.0,11.66,54.0,2.81,13.0,3.46,16.0,7.13,33.0,0.43,2.0,9.29,43.0,1.94,9.0,0.65,3.0,0.0,0.0,0.86,4.0,0.0,0.0,0.0,0.0,0.65,3.0,0.22,1.0,0.0,0.0,0.0,0.0,0.22,1.0
1_5_159955_67,43.78,398.0,4.29,39.0,1.54,14.0,1.43,13.0,7.81,71.0,0.0,0.0,26.73,243.0,0.11,1.0,0.11,1.0,0.0,0.0,1.54,14.0,1.43,13.0,0.0,0.0,7.26,66.0,0.88,8.0,0.0,0.0,0.33,3.0,0.11,1.0
2_20_162967_40,35.6,178.0,3.0,15.0,1.4,7.0,2.6,13.0,3.6,18.0,11.4,57.0,25.4,127.0,5.2,26.0,1.2,6.0,0.4,2.0,2.8,14.0,1.4,7.0,3.8,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_72_169456_10,59.79,58.0,1.03,1.0,1.03,1.0,1.03,1.0,2.06,2.0,0.0,0.0,21.65,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,1.0,4.12,4.0,0.0,0.0,5.15,5.0,0.0,0.0,1.03,1.0,0.0,0.0,0.0,0.0
4_85_171022_16,72.69,197.0,7.38,20.0,1.85,5.0,3.32,9.0,2.21,6.0,0.0,0.0,5.54,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_126_176887_17,34.37,375.0,6.6,72.0,1.1,12.0,3.21,35.0,9.9,108.0,0.18,2.0,31.44,343.0,0.09,1.0,0.09,1.0,0.09,1.0,1.47,16.0,1.74,19.0,0.0,0.0,6.87,75.0,0.18,2.0,0.27,3.0,0.27,3.0,0.27,3.0
1_6_160183_28,23.42,297.0,3.08,39.0,0.16,2.0,1.34,17.0,6.7,85.0,0.16,2.0,53.47,678.0,0.08,1.0,0.08,1.0,0.16,2.0,2.21,28.0,1.97,25.0,0.0,0.0,4.65,59.0,0.47,6.0,0.16,2.0,0.08,1.0,0.0,0.0
2_18_162697_23,60.99,197.0,9.6,31.0,3.41,11.0,0.93,3.0,1.55,5.0,8.67,28.0,8.98,29.0,0.0,0.0,0.0,0.0,0.31,1.0,0.0,0.0,1.24,4.0,0.0,0.0,2.17,7.0,0.31,1.0,0.93,3.0,0.0,0.0,0.0,0.0
4_161_182506_48,63.33,19.0,30.0,9.0,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3_133_178306_25,53.55,626.0,7.19,84.0,1.28,15.0,3.51,41.0,5.9,69.0,0.26,3.0,18.14,212.0,0.17,2.0,0.09,1.0,0.0,0.0,0.09,1.0,0.94,11.0,0.09,1.0,5.9,69.0,0.0,0.0,0.09,1.0,0.17,2.0,0.0,0.0
3_117_175285_2,46.67,189.0,6.42,26.0,1.23,5.0,1.48,6.0,5.19,21.0,0.49,2.0,13.09,53.0,12.1,49.0,7.16,29.0,0.25,1.0,0.99,4.0,0.74,3.0,0.0,0.0,1.98,8.0,0.0,0.0,0.0,0.0,0.74,3.0,0.0,0.0
3_133_178600_123,63.24,43.0,2.94,2.0,4.41,3.0,5.88,4.0,4.41,3.0,0.0,0.0,8.82,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47,1.0,0.0,0.0,0.0,0.0,1.47,1.0,0.0,0.0,2.94,2.0,2.94,2.0,0.0,0.0
2_48_165988_28,46.95,223.0,1.05,5.0,0.21,1.0,0.42,2.0,2.11,10.0,32.42,154.0,9.89,47.0,0.21,1.0,0.0,0.0,0.63,3.0,0.21,1.0,0.63,3.0,0.0,0.0,0.63,3.0,0.0,0.0,0.21,1.0,0.0,0.0,0.0,0.0
3_112_174760_28,42.68,277.0,5.39,35.0,2.0,13.0,3.7,24.0,8.17,53.0,0.31,2.0,26.5,172.0,0.0,0.0,0.15,1.0,0.15,1.0,0.92,6.0,2.0,13.0,0.0,0.0,4.47,29.0,0.0,0.0,0.31,2.0,0.15,1.0,0.0,0.0
4_107_173923_3,47.5,342.0,6.94,50.0,1.11,8.0,5.28,38.0,3.75,27.0,0.0,0.0,23.89,172.0,0.0,0.0,0.0,0.0,0.28,2.0,1.11,8.0,0.69,5.0,0.0,0.0,5.97,43.0,0.0,0.0,0.56,4.0,0.14,1.0,0.0,0.0
2_18_162676_16,30.42,101.0,4.22,14.0,0.3,1.0,2.11,7.0,3.92,13.0,34.04,113.0,16.57,55.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,4.0,0.6,2.0,0.0,0.0,3.01,10.0,0.0,0.0,0.3,1.0,0.0,0.0,0.0,0.0
2_34_164545_38,63.36,83.0,6.11,8.0,0.76,1.0,5.34,7.0,3.05,4.0,0.0,0.0,10.69,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,1.0,7.63,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,1.0,0.0,0.0
3_98_172855_27,73.91,85.0,8.7,10.0,0.87,1.0,2.61,3.0,6.96,8.0,0.0,0.0,4.35,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1.0,0.0,0.0,0.0,0.0,1.74,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4_156_181393_8,41.58,116.0,14.34,40.0,1.79,5.0,2.87,8.0,2.15,6.0,0.0,0.0,27.96,78.0,0.0,0.0,0.72,2.0,0.36,1.0,0.36,1.0,0.72,2.0,0.0,0.0,3.58,10.0,0.0,0.0,0.72,2.0,0.36,1.0,0.0,0.0
1_10_161293_44,67.86,209.0,4.87,15.0,1.62,5.0,2.6,8.0,2.92,9.0,0.0,0.0,7.47,23.0,0.0,0.0,0.32,1.0,0.32,1.0,0.32,1.0,1.95,6.0,0.0,0.0,5.52,17.0,0.0,0.0,0.32,1.0,0.32,1.0,0.32,1.0
3_99_172972_11,57.44,112.0,19.49,38.0,1.03,2.0,3.08,6.0,1.54,3.0,0.51,1.0,10.77,21.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
